gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
SV2A,14.94970616,2.429980154,0.23123265,10.50881071,7.87E-26,1.45E-25
SF3B4,90.4717337,4.905427014,0.232784177,21.07285419,1.41E-98,8.16E-98
OTUD7B,92.94141838,5.062676371,0.236590989,21.39843277,1.38E-101,8.36E-101
VPS45,16.25257083,2.489401066,0.261410715,9.522949623,1.68E-21,2.87E-21
PLEKHO1,191.885354,5.954600499,0.165672907,35.94190864,6.77E-283,2.17E-281
ANP32E,12.75822977,1.990259523,0.253335603,7.856217201,3.96E-15,6.03E-15
CA14,8.38984493,1.58416256,0.227118887,6.975036643,3.06E-12,4.42E-12
APH1A,32.43831902,3.519150988,0.220463474,15.96251262,2.33E-57,7.23E-57
C1orf54,2.017928164,-1.097378793,0.132926053,-8.255558423,1.51E-16,2.35E-16
MRPS21,59.35074744,3.897456816,0.255009039,15.28360259,9.84E-53,2.84E-52
PRPF3,11.01421542,1.964880277,0.188709458,10.41219818,2.18E-25,3.98E-25
RPRD2,25.57867605,3.128182951,0.246774258,12.67629361,8.00E-37,1.75E-36
TARS2,22.30477521,3.031895659,0.232264429,13.05363749,6.06E-39,1.37E-38
MCL1,257.3061622,6.361334584,0.242000809,26.28641863,2.74E-152,2.92E-151
ENSA,26.90345124,3.038521885,0.213850676,14.20861484,8.10E-46,2.08E-45
GOLPH3L,4.824630523,0.704920441,0.211782459,3.328511931,0.000873113,0.001027503
ARNT,35.87779016,3.707699336,0.268216444,13.82353477,1.84E-43,4.52E-43
SETDB1,22.17358571,3.001735112,0.218767305,13.72113219,7.59E-43,1.84E-42
CERS2,10.13110765,1.726258482,0.235727351,7.323114911,2.42E-13,3.58E-13
C1orf56,75.87151413,4.820306921,0.237005707,20.33835806,5.89E-92,3.08E-91
CDC42SE1,51.3792502,4.120074342,0.216896987,18.99553515,1.86E-80,8.28E-80
MLLT11,13.44619356,2.198278333,0.240114383,9.155129758,5.43E-20,9.01E-20
GABPB2,32.34669049,3.535419822,0.2464491,14.34543615,1.14E-46,2.97E-46
